Lugar,Magnitud,Profundidad_km,Latitud,Longitud,Alerta,Tsunami,Anio,Mes,Dia,Hora,lat_grid,lon_grid,cuadrante,Fecha
"2 km SSE of Asson, France",4.2,3.0,43.12,-0.246,0,0,2009,2,9,8,43,-1,"43,-1",2009-02-09
"10 km NNW of El Abadia, Algeria",4.8,10.0,36.352,1.623,0,0,2009,1,17,11,36,1,"36,1",2009-01-17
"2 km S of Monreal del Llano, Spain",3.5,15.3,39.547,-2.758,0,0,2008,12,16,13,39,-3,"39,-3",2008-12-16
"5 km NNW of Timizart, Algeria",4.4,10.0,36.843,4.248,0,0,2008,12,4,2,36,4,"36,4",2008-12-04
"17 km N of Ksar el Boukhari, Algeria",4.1,10.0,36.044,2.713,0,0,2008,11,15,13,36,2,"36,2",2008-11-15
"85 km SW of Sagres, Portugal",3.5,22.4,36.54,-9.7,0,0,2008,11,6,5,36,-10,"36,-10",2008-11-06
"35 km S of Roquetas de Mar, Spain",3.9,0.0,36.45,-2.55,0,0,2008,10,21,3,36,-3,"36,-3",2008-10-21
"10 km S of Es Senia, Algeria",3.6,0.0,35.552,-0.601,0,0,2008,10,15,17,35,-1,"35,-1",2008-10-15
"6 km SSE of Morón de la Frontera, Spain",3.9,11.1,37.069,-5.421,0,0,2008,10,8,16,37,-6,"37,-6",2008-10-08
"5 km SSE of Morón de la Frontera, Spain",3.7,4.6,37.077,-5.422,0,0,2008,10,2,5,37,-6,"37,-6",2008-10-02
"6 km N of Coripe, Spain",4.1,10.5,37.035,-5.437,0,0,2008,10,2,4,37,-6,"37,-6",2008-10-02
"3 km SE of Morón de la Frontera, Spain",4.7,4.6,37.1,-5.428,0,0,2008,10,2,4,37,-6,"37,-6",2008-10-02
"60 km S of Isla Cristina, Spain",3.8,48.4,36.66,-7.254,0,0,2008,9,29,10,36,-8,"36,-8",2008-09-29
"46 km NW of Tipasa, Algeria",4.0,0.0,36.855,2.047,0,0,2008,9,28,2,36,2,"36,2",2008-09-28
"77 km WSW of Sagres, Portugal",4.2,19.5,36.775,-9.763,0,0,2008,9,21,10,36,-10,"36,-10",2008-09-21
"18 km SE of Melouza, Algeria",3.7,0.0,35.887,4.357,0,0,2008,9,19,4,35,4,"35,4",2008-09-19
"7 km E of Laruns, France",4.0,5.0,42.99,-0.34,0,0,2008,9,18,12,42,-1,"42,-1",2008-09-18
"9 km N of Boudjima, Algeria",3.9,30.0,36.887,4.135,0,0,2008,9,15,22,36,4,"36,4",2008-09-15
"27 km SSE of Mostaganem, Algeria",3.8,0.0,35.704,0.207,0,0,2008,9,15,17,35,0,"35,0",2008-09-15
"16 km N of Arhribs, Algeria",4.4,10.0,36.945,4.335,0,0,2008,9,15,15,36,4,"36,4",2008-09-15
"18 km NNE of Timizart, Algeria",4.0,10.0,36.965,4.315,0,0,2008,9,15,10,36,4,"36,4",2008-09-15
"38 km NNE of ’Aïn Benian, Algeria",3.8,0.0,37.116,3.1,0,0,2008,9,14,15,37,3,"37,3",2008-09-14
"4 km E of Hondón de los Frailes, Spain",3.8,0.0,38.272,-0.879,0,0,2008,9,14,14,38,-1,"38,-1",2008-09-14
"89 km WNW of Larache, Morocco",4.0,26.4,35.528,-7.052,0,0,2008,9,9,13,35,-8,"35,-8",2008-09-09
"52 km N of Aïn Taya, Algeria",3.5,0.0,37.257,3.18,0,0,2008,9,6,10,37,3,"37,3",2008-09-06
"3 km SSE of Bouinan, Algeria",4.2,0.0,36.505,3.006,0,0,2008,8,31,9,36,3,"36,3",2008-08-31
"26 km WNW of Abou el Hassan, Algeria",3.7,0.0,36.512,0.925,0,0,2008,8,26,20,36,0,"36,0",2008-08-26
"3 km W of Sidi ech Chahmi, Algeria",3.8,10.0,35.655,-0.559,0,0,2008,8,26,1,35,-1,"35,-1",2008-08-26
northern Algeria,3.7,10.0,35.685,-0.439,0,0,2008,8,25,2,35,-1,"35,-1",2008-08-25
northern Algeria,4.2,13.7,36.42,1.065,0,0,2008,8,24,20,36,1,"36,1",2008-08-24
Spain,3.8,7.6,41.405,3.072,0,0,2008,8,16,10,41,3,"41,3",2008-08-16
"3 km NW of Los Montesinos, Spain",3.5,7.4,38.046,-0.778,0,0,2008,8,5,22,38,-1,"38,-1",2008-08-05
"25 km NNE of Aïn Taya, Algeria",4.0,0.0,36.998,3.421,0,0,2008,8,5,15,36,3,"36,3",2008-08-05
"43 km S of Islantilla, Spain",3.5,48.0,36.815,-7.207,0,0,2008,7,28,18,36,-8,"36,-8",2008-07-28
"10 km NW of Bou Tlelis, Algeria",4.9,22.0,35.641,-0.976,0,0,2008,7,24,17,35,-1,"35,-1",2008-07-24
"24 km NNW of Dellys, Algeria",4.5,0.0,37.123,3.799,0,0,2008,7,24,14,37,3,"37,3",2008-07-24
"7 km SSW of Dellys, Algeria",4.3,10.0,36.858,3.869,0,0,2008,7,23,9,36,3,"36,3",2008-07-23
"3 km NW of les Planes d'Hostoles, Spain",4.3,5.0,42.08,2.52,0,0,2008,7,22,22,42,2,"42,2",2008-07-22
"1 km WSW of Barxeta, Spain",4.0,0.0,39.013,-0.43,0,0,2008,7,21,2,39,-1,"39,-1",2008-07-21
"104 km SW of Sagres, Portugal",3.6,10.0,36.325,-9.751,0,0,2008,7,17,19,36,-10,"36,-10",2008-07-17
"22 km NNE of Sidi Akkacha, Algeria",3.7,0.0,36.649,1.407,0,0,2008,7,17,17,36,1,"36,1",2008-07-17
"4 km SSW of Bosdarros, France",4.4,5.0,43.169,-0.375,0,0,2008,7,16,20,43,-1,"43,-1",2008-07-16
"16 km NNE of Chlef, Algeria",3.8,30.0,36.3,1.4,0,0,2008,7,16,0,36,1,"36,1",2008-07-16
"10 km SW of Bagnères-de-Bigorre, France",3.5,3.0,43.013,0.046,0,0,2008,6,25,15,43,0,"43,0",2008-06-25
"4 km SSW of Santa Coloma de Farners, Spain",3.6,3.2,41.834,2.644,0,0,2008,6,22,18,41,2,"41,2",2008-06-22
"11 km N of Bir el Djir, Algeria",4.0,33.8,35.822,-0.524,0,0,2008,6,20,1,35,-1,"35,-1",2008-06-20
"12 km S of Abou el Hassan, Algeria",3.6,0.0,36.301,1.18,0,0,2008,6,18,16,36,1,"36,1",2008-06-18
"15 km NE of ’Aïn Merane, Algeria",3.6,0.0,36.264,1.094,0,0,2008,6,18,13,36,1,"36,1",2008-06-18
"11 km SSW of Abou el Hassan, Algeria",3.8,0.0,36.324,1.136,0,0,2008,6,18,13,36,1,"36,1",2008-06-18
"3 km WNW of Ech Chettia, Algeria",3.9,20.1,36.214,1.221,0,0,2008,6,18,13,36,1,"36,1",2008-06-18
"19 km W of Abou el Hassan, Algeria",3.8,0.0,36.398,0.981,0,0,2008,6,18,13,36,0,"36,0",2008-06-18
"9 km NE of ’Aïn Merane, Algeria",4.6,6.0,36.217,1.051,0,0,2008,6,18,13,36,1,"36,1",2008-06-18
"10 km NNE of Mers el Kebir, Algeria",3.8,29.4,35.821,-0.668,0,0,2008,6,15,10,35,-1,"35,-1",2008-06-15
"13 km NNE of Aïn Taya, Algeria",3.9,0.0,36.901,3.36,0,0,2008,6,15,1,36,3,"36,3",2008-06-15
"3 km SSE of Bir el Djir, Algeria",3.6,31.9,35.692,-0.535,0,0,2008,6,13,4,35,-1,"35,-1",2008-06-13
"23 km N of Bir el Djir, Algeria",4.2,0.0,35.935,-0.554,0,0,2008,6,10,12,35,-1,"35,-1",2008-06-10
"24 km NNE of Mers el Kebir, Algeria",3.5,16.8,35.939,-0.644,0,0,2008,6,8,16,35,-1,"35,-1",2008-06-08
"17 km NNE of Bir el Djir, Algeria",3.5,10.0,35.872,-0.486,0,0,2008,6,7,7,35,-1,"35,-1",2008-06-07
"10 km NNE of Bir el Djir, Algeria",3.9,20.8,35.802,-0.499,0,0,2008,6,7,1,35,-1,"35,-1",2008-06-07
"13 km NNE of Mers el Kebir, Algeria",4.5,0.0,35.827,-0.63,0,0,2008,6,6,22,35,-1,"35,-1",2008-06-06
"7 km NW of Bir el Djir, Algeria",4.2,0.0,35.775,-0.592,0,0,2008,6,6,21,35,-1,"35,-1",2008-06-06
"17 km NNW of Bir el Djir, Algeria",3.6,0.0,35.87,-0.607,0,0,2008,6,6,20,35,-1,"35,-1",2008-06-06
"17 km NNE of Mers el Kebir, Algeria",5.5,4.0,35.883,-0.658,0,0,2008,6,6,20,35,-1,"35,-1",2008-06-06
"2 km NE of Saint-Pé-de-Bigorre, France",4.0,5.0,43.115,-0.139,0,0,2008,5,18,1,43,-1,"43,-1",2008-05-18
"5 km E of Tembleque, Spain",3.5,4.7,39.704,-3.441,0,0,2008,5,6,15,39,-4,"39,-4",2008-05-06
"23 km WNW of Abou el Hassan, Algeria",3.8,28.6,36.5,0.956,0,0,2008,5,6,6,36,0,"36,0",2008-05-06
"6 km ESE of Campan, France",4.1,4.0,42.993,0.254,0,0,2008,5,3,12,42,0,"42,0",2008-05-03
"4 km ENE of Tembleque, Spain",4.1,5.2,39.708,-3.46,0,0,2008,4,28,5,39,-4,"39,-4",2008-04-28
"6 km N of Relizane, Algeria",3.6,0.0,35.797,0.57,0,0,2008,4,20,12,35,0,"35,0",2008-04-20
"45 km WNW of Vila do Bispo, Portugal",3.8,27.0,37.2,-9.4,0,0,2008,4,14,3,37,-10,"37,-10",2008-04-14
"28 km N of El Abadia, Algeria",3.6,0.0,36.522,1.702,0,0,2008,4,10,20,36,1,"36,1",2008-04-10
"71 km WSW of Sagres, Portugal",3.5,0.0,36.739,-9.677,0,0,2008,4,2,0,36,-10,"36,-10",2008-04-02
"10 km S of Larbaâ, Algeria",3.7,0.0,36.468,3.17,0,0,2008,3,20,3,36,3,"36,3",2008-03-20
"35 km ENE of Sidi Akkacha, Algeria",3.5,0.0,36.591,1.664,0,0,2008,3,17,18,36,1,"36,1",2008-03-17
"88 km S of Faro, Portugal",3.5,23.6,36.226,-7.778,0,0,2008,3,6,16,36,-8,"36,-8",2008-03-06
northern Algeria,3.6,0.0,36.551,1.579,0,0,2008,3,3,9,36,1,"36,1",2008-03-03
"34 km N of El Franco, Spain",4.1,23.3,43.859,-6.793,0,0,2008,2,28,1,43,-7,"43,-7",2008-02-28
"19 km WNW of Santa Uxía de Ribeira, Spain",3.5,5.1,42.616,-9.217,0,0,2008,2,25,15,42,-10,"42,-10",2008-02-25
"5 km ENE of Tembleque, Spain",3.8,0.0,39.716,-3.45,0,0,2008,2,23,19,39,-4,"39,-4",2008-02-23
"12 km NW of Oued el Abtal, Algeria",3.7,0.0,35.52,0.575,0,0,2008,2,20,8,35,0,"35,0",2008-02-20
"15 km WNW of Tipasa, Algeria",3.8,10.0,36.639,2.289,0,0,2008,2,16,21,36,2,"36,2",2008-02-16
"9 km SSW of Bonansa, Spain",3.9,4.0,42.352,0.601,0,0,2008,2,15,7,42,0,"42,0",2008-02-15
"8 km WNW of El Attaf, Algeria",3.9,0.0,36.257,1.583,0,0,2008,2,13,9,36,1,"36,1",2008-02-13
"20 km ENE of Theniet el Had, Algeria",3.9,0.0,35.969,2.217,0,0,2008,2,8,20,35,2,"35,2",2008-02-08
"8 km SSE of Níjar, Spain",4.1,10.8,36.898,-2.17,0,0,2008,2,6,17,36,-3,"36,-3",2008-02-06
"126 km SSE of Sagres, Portugal",3.6,0.0,35.889,-8.66,0,0,2008,2,4,15,35,-9,"35,-9",2008-02-04
"48 km S of Isla Cristina, Spain",3.5,32.3,36.759,-7.293,0,0,2008,2,3,20,36,-8,"36,-8",2008-02-03
"20 km NNE of Thenia, Algeria",4.0,10.0,36.893,3.66,0,0,2008,2,2,19,36,3,"36,3",2008-02-02
"89 km W of Baiona, Spain",3.9,10.7,42.007,-9.927,0,0,2008,2,1,10,42,-10,"42,-10",2008-02-01
"6 km N of Boumerdas, Algeria",4.6,10.0,36.825,3.473,0,0,2008,2,1,7,36,3,"36,3",2008-02-01
"25 km E of Theniet el Had, Algeria",3.7,0.0,35.833,2.307,0,0,2008,1,22,1,35,2,"35,2",2008-01-22
"8 km SE of Melouza, Algeria",3.7,10.0,35.927,4.258,0,0,2008,1,11,23,35,4,"35,4",2008-01-11
"87 km WSW of Sagres, Portugal",4.4,16.0,36.617,-9.8,0,0,2008,1,11,0,36,-10,"36,-10",2008-01-11
"9 km S of Sidi ech Chahmi, Algeria",3.8,0.0,35.576,-0.524,0,0,2008,1,9,23,35,-1,"35,-1",2008-01-09
"6 km SE of Es Senia, Algeria",4.6,10.0,35.616,-0.57,0,0,2008,1,9,22,35,-1,"35,-1",2008-01-09
"23 km NNE of Tiaret, Algeria",4.3,10.0,35.575,1.39,0,0,2008,1,9,5,35,1,"35,1",2008-01-09
"2 km S of Bab Ezzouar, Algeria",4.2,0.0,36.706,3.178,0,0,2008,1,4,20,36,3,"36,3",2008-01-04
"97 km SSE of Sagres, Portugal",4.2,45.0,36.207,-8.508,0,0,2008,1,1,14,36,-9,"36,-9",2008-01-01
"70 km SSE of Fuzeta, Portugal",3.7,55.8,36.486,-7.39,0,0,2008,1,1,12,36,-8,"36,-8",2008-01-01
"15 km NE of El Abadia, Algeria",3.7,16.3,36.373,1.804,0,0,2007,12,22,10,36,1,"36,1",2007-12-22
"4 km SSE of Sidi ech Chahmi, Algeria",3.9,0.0,35.622,-0.502,0,0,2007,12,15,18,35,-1,"35,-1",2007-12-15
"65 km SE of Fuzeta, Portugal",3.8,45.0,36.584,-7.304,0,0,2007,11,27,0,36,-8,"36,-8",2007-11-27
"8 km WSW of Mauléon-Licharre, France",3.7,9.0,43.19,-0.98,0,0,2007,11,24,5,43,-1,"43,-1",2007-11-24
"21 km SSE of Fuengirola, Spain",3.6,69.9,36.368,-4.507,0,0,2007,11,20,6,36,-5,"36,-5",2007-11-20
"35 km N of Aïn Taya, Algeria",3.9,0.0,37.112,3.316,0,0,2007,11,19,8,37,3,"37,3",2007-11-19
"2 km SSE of Ech Chettia, Algeria",3.8,0.0,36.176,1.268,0,0,2007,11,18,11,36,1,"36,1",2007-11-18
"8 km SE of Lourdes, France",4.5,5.0,43.04,0.03,0,0,2007,11,15,13,43,0,"43,0",2007-11-15
"30 km WNW of Dellys, Algeria",3.6,24.0,37.03,3.596,0,0,2007,11,12,12,37,3,"37,3",2007-11-12
"1 km SSW of El Attaf, Algeria",4.4,10.0,36.211,1.665,0,0,2007,11,9,19,36,1,"36,1",2007-11-09
"89 km S of Sagres, Portugal",3.8,3.0,36.2,-8.9,0,0,2007,11,6,23,36,-9,"36,-9",2007-11-06
"52 km NW of Dellys, Algeria",3.8,0.0,37.303,3.575,0,0,2007,11,3,2,37,3,"37,3",2007-11-03
"14 km N of ’Aïn el Turk, Algeria",4.0,0.0,35.875,-0.77,0,0,2007,10,15,23,35,-1,"35,-1",2007-10-15
"19 km SSE of Theniet el Had, Algeria",3.9,10.0,35.721,2.146,0,0,2007,10,13,4,35,2,"35,2",2007-10-13
"23 km E of Sidi Akkacha, Algeria",4.0,10.0,36.473,1.568,0,0,2007,9,28,7,36,1,"36,1",2007-09-28
"72 km WSW of Chipiona, Spain",3.8,27.0,36.53,-7.21,0,0,2007,9,15,12,36,-8,"36,-8",2007-09-15
Spain,3.6,10.8,37.049,-5.405,0,0,2007,9,14,3,37,-6,"37,-6",2007-09-14
"8 km NW of Farrera, Spain",3.6,5.0,42.55,1.19,0,0,2007,9,11,8,42,1,"42,1",2007-09-11
"2 km NNE of Chlef, Algeria",3.7,0.0,36.188,1.347,0,0,2007,9,10,17,36,1,"36,1",2007-09-10
"79 km WSW of Sagres, Portugal",4.2,22.3,36.715,-9.753,0,0,2007,9,9,3,36,-10,"36,-10",2007-09-09
"62 km NE of Al Hoceïma, Morocco",4.8,10.7,35.68,-3.492,0,0,2007,9,8,16,35,-4,"35,-4",2007-09-08
"20 km NNW of Ksar el Boukhari, Algeria",4.2,7.8,36.065,2.696,0,0,2007,9,4,14,36,2,"36,2",2007-09-04
"17 km NNW of Ksar el Boukhari, Algeria",3.7,0.0,36.044,2.707,0,0,2007,8,28,0,36,2,"36,2",2007-08-28
"5 km ESE of Ksar el Boukhari, Algeria",4.2,10.0,35.877,2.81,0,0,2007,8,27,4,35,2,"35,2",2007-08-27
"14 km W of Médéa, Algeria",3.6,0.0,36.284,2.593,0,0,2007,8,26,6,36,2,"36,2",2007-08-26
"18 km SSW of Médéa, Algeria",4.1,0.0,36.116,2.654,0,0,2007,8,22,22,36,2,"36,2",2007-08-22
"1 km NNW of Tipasa, Algeria",3.6,0.0,36.602,2.44,0,0,2007,8,22,19,36,2,"36,2",2007-08-22
"19 km NW of Ksar el Boukhari, Algeria",4.6,12.3,36.034,2.623,0,0,2007,8,22,18,36,2,"36,2",2007-08-22
"21 km NNW of Ksar el Boukhari, Algeria",4.4,10.0,36.073,2.685,0,0,2007,8,21,14,36,2,"36,2",2007-08-21
"49 km SSE of Olhão, Portugal",3.9,50.1,36.594,-7.702,0,0,2007,8,18,22,36,-8,"36,-8",2007-08-18
"5 km SW of Pomar de Valdivia, Spain",3.7,3.0,42.74,-4.216,0,0,2007,8,15,22,42,-5,"42,-5",2007-08-15
"9 km SSW of Pedro Muñoz, Spain",3.5,6.4,39.332,-3.001,0,0,2007,8,13,14,39,-4,"39,-4",2007-08-13
"3 km SW of Pedro Muñoz, Spain",3.7,10.6,39.379,-2.968,0,0,2007,8,12,19,39,-3,"39,-3",2007-08-12
"6 km SW of Pedro Muñoz, Spain",4.3,5.4,39.353,-2.99,0,0,2007,8,12,7,39,-3,"39,-3",2007-08-12
"6 km W of Casabermeja, Spain",3.9,65.6,36.899,-4.503,0,0,2007,8,10,3,36,-5,"36,-5",2007-08-10
"2 km WSW of Mostaganem, Algeria",4.2,10.0,35.922,0.063,0,0,2007,8,8,21,35,0,"35,0",2007-08-08
"3 km NE of Piera, Spain",4.1,1.2,41.544,1.778,0,0,2007,8,8,16,41,1,"41,1",2007-08-08
"17 km NNE of Chlef, Algeria",4.2,0.0,36.316,1.393,0,0,2007,8,6,11,36,1,"36,1",2007-08-06
"5 km NW of El Abadia, Algeria",3.5,0.0,36.306,1.646,0,0,2007,7,28,1,36,1,"36,1",2007-07-28
"15 km WSW of Espot, Spain",3.8,5.0,42.53,0.91,0,0,2007,7,13,15,42,0,"42,0",2007-07-13
"6 km ESE of Morón de la Frontera, Spain",3.7,10.1,37.091,-5.393,0,0,2007,6,30,11,37,-6,"37,-6",2007-06-30
"10 km ESE of Morón de la Frontera, Spain",4.5,5.5,37.083,-5.349,0,0,2007,6,30,3,37,-6,"37,-6",2007-06-30
"12 km SSE of Torremolinos, Spain",3.6,84.2,36.516,-4.444,0,0,2007,6,28,13,36,-5,"36,-5",2007-06-28
"10 km WSW of ’Aïn el Turk, Algeria",3.6,10.0,35.704,-0.869,0,0,2007,6,22,22,35,-1,"35,-1",2007-06-22
"7 km NNW of Boghni, Algeria",4.3,10.0,36.603,3.91,0,0,2007,6,11,15,36,3,"36,3",2007-06-11
"20 km WSW of Relizane, Algeria",3.5,0.0,35.684,0.342,0,0,2007,6,9,15,35,0,"35,0",2007-06-09
"21 km SSE of Melouza, Algeria",4.0,0.0,35.794,4.238,0,0,2007,6,9,13,35,4,"35,4",2007-06-09
"3 km ESE of Escopete, Spain",4.2,9.8,40.397,-2.967,0,0,2007,6,7,1,40,-3,"40,-3",2007-06-07
"14 km ESE of Bouïra, Algeria",3.9,0.0,36.317,4.043,0,0,2007,6,5,21,36,4,"36,4",2007-06-05
"82 km WSW of Sagres, Portugal",3.5,30.0,36.599,-9.719,0,0,2007,6,3,22,36,-10,"36,-10",2007-06-03
"12 km SSW of Médéa, Algeria",3.7,0.0,36.167,2.694,0,0,2007,5,31,23,36,2,"36,2",2007-05-31
"18 km SW of Médéa, Algeria",4.0,0.0,36.155,2.597,0,0,2007,5,27,10,36,2,"36,2",2007-05-27
"4 km NW of Berrouaghia, Algeria",4.0,0.0,36.162,2.877,0,0,2007,5,16,6,36,2,"36,2",2007-05-16
"16 km WSW of Médéa, Algeria",3.7,0.0,36.222,2.578,0,0,2007,5,13,5,36,2,"36,2",2007-05-13
"12 km SSW of Médéa, Algeria",3.9,0.0,36.153,2.723,0,0,2007,5,11,20,36,2,"36,2",2007-05-11
"20 km SW of Médéa, Algeria",4.0,3.5,36.123,2.61,0,0,2007,5,8,6,36,2,"36,2",2007-05-08
"138 km SW of Sagres, Portugal",3.6,88.5,36.092,-9.987,0,0,2007,4,19,8,36,-10,"36,-10",2007-04-19
"7 km SSE of Sagres, Portugal",3.7,31.5,36.946,-8.913,0,0,2007,4,10,19,36,-9,"36,-9",2007-04-10
"48 km SSE of San Pedro de Alcántara, Spain",3.9,66.4,36.076,-4.798,0,0,2007,4,8,10,36,-5,"36,-5",2007-04-08
"10 km S of Elizondo, Spain",3.5,5.0,43.05,-1.53,0,0,2007,4,2,16,43,-2,"43,-2",2007-04-02
"2 km N of l'Estartit, Spain",3.5,10.7,42.072,3.2,0,0,2007,3,28,23,42,3,"42,3",2007-03-28
"19 km WNW of Relizane, Algeria",3.5,0.0,35.797,0.351,0,0,2007,3,28,20,35,0,"35,0",2007-03-28
"38 km S of Isla Cristina, Spain",3.9,47.2,36.86,-7.249,0,0,2007,3,20,16,36,-8,"36,-8",2007-03-20
"20 km SW of Lardjem, Algeria",4.1,10.0,35.636,1.371,0,0,2007,2,18,7,35,1,"35,1",2007-02-18
"27 km ENE of Sidi Akkacha, Algeria",3.8,0.0,36.584,1.57,0,0,2007,2,17,7,36,1,"36,1",2007-02-17
"5 km ENE of Pouzac, France",3.8,4.0,43.107,0.195,0,0,2007,2,16,22,43,0,"43,0",2007-02-16
"30 km SE of Khemis Miliana, Algeria",3.9,0.0,36.076,2.474,0,0,2007,1,22,10,36,2,"36,2",2007-01-22
northern Algeria,3.7,10.0,36.336,2.503,0,0,2007,1,19,23,36,2,"36,2",2007-01-19
"1 km S of Birkhadem, Algeria",3.8,0.0,36.706,3.048,0,0,2007,1,12,4,36,3,"36,3",2007-01-12
"22 km SSW of Faro, Portugal",4.0,55.5,36.845,-8.066,0,0,2007,1,9,23,36,-9,"36,-9",2007-01-09
"27 km NNW of El Amria, Algeria",3.5,0.0,35.76,-1.103,0,0,2007,1,6,12,35,-2,"35,-2",2007-01-06
"36 km SSW of Cascais, Portugal",3.6,16.0,38.417,-9.65,0,0,2007,1,6,7,38,-10,"38,-10",2007-01-06
"2 km E of Chauchina, Spain",3.7,0.0,37.199,-3.744,0,0,2007,1,4,23,37,-4,"37,-4",2007-01-04
"7 km SSW of La Puebla de Cazalla, Spain",3.6,2.3,37.157,-5.333,0,0,2007,1,2,15,37,-6,"37,-6",2007-01-02
"5 km ESE of Morón de la Frontera, Spain",3.6,5.1,37.11,-5.394,0,0,2007,1,2,12,37,-6,"37,-6",2007-01-02
"50 km SSE of Olhão, Portugal",3.5,33.5,36.594,-7.667,0,0,2006,12,30,21,36,-8,"36,-8",2006-12-30
"3 km N of Artix, France",3.5,2.0,43.432,-0.573,0,0,2006,12,22,12,43,-1,"43,-1",2006-12-22
"45 km NNW of Tipasa, Algeria",3.5,0.0,36.947,2.199,0,0,2006,12,20,1,36,2,"36,2",2006-12-20
"15 km WSW of Abou el Hassan, Algeria",4.4,17.4,36.374,1.032,0,0,2006,12,16,19,36,1,"36,1",2006-12-16
"2 km WNW of Lourdes, France",4.1,5.0,43.1,-0.08,0,0,2006,12,16,8,43,-1,"43,-1",2006-12-16
"13 km SW of Saceruela, Spain",3.5,0.0,38.873,-4.73,0,0,2006,11,29,18,38,-5,"38,-5",2006-11-29
"119 km SW of Cadiz, Spain",3.5,25.1,35.894,-7.369,0,0,2006,11,25,20,35,-8,"35,-8",2006-11-25
"7 km NE of Pierrefitte-Nestalas, France",3.5,10.0,43.004,-0.01,0,0,2006,11,19,13,43,-1,"43,-1",2006-11-19
"5 km ENE of Argelès-Gazost, France",3.6,10.0,43.014,-0.029,0,0,2006,11,18,20,43,-1,"43,-1",2006-11-18
"3 km NNE of Pierrefitte-Nestalas, France",4.7,10.0,42.99,-0.05,0,0,2006,11,17,18,42,-1,"42,-1",2006-11-17
"4 km WNW of Asson, France",3.8,5.0,43.15,-0.31,0,0,2006,11,4,16,43,-1,"43,-1",2006-11-04
"5 km SE of Málaga, Spain",4.0,73.5,36.684,-4.379,0,0,2006,11,4,5,36,-5,"36,-5",2006-11-04
"1 km E of Arthez-de-Béarn, France",3.6,0.0,43.465,-0.597,0,0,2006,10,24,0,43,-1,"43,-1",2006-10-24
"25 km WSW of Lardjem, Algeria",4.1,10.0,35.67,1.282,0,0,2006,10,19,22,35,1,"35,1",2006-10-19
"67 km N of Al Hoceïma, Morocco",3.6,0.0,35.86,-3.967,0,0,2006,10,12,7,35,-4,"35,-4",2006-10-12
"5 km N of Arhribs, Algeria",4.3,10.0,36.843,4.319,0,0,2006,10,6,17,36,4,"36,4",2006-10-06
"28 km N of ’Aïn Benian, Algeria",3.9,0.0,37.054,2.86,0,0,2006,9,28,3,37,2,"37,2",2006-09-28
"35 km NNW of ’Aïn Benian, Algeria",4.3,0.0,37.083,2.721,0,0,2006,9,26,18,37,2,"37,2",2006-09-26
"28 km NNE of Aïn Taya, Algeria",4.0,0.0,37.039,3.397,0,0,2006,9,22,0,37,3,"37,3",2006-09-22
"67 km WSW of Sagres, Portugal",3.6,0.0,36.729,-9.619,0,0,2006,9,9,11,36,-10,"36,-10",2006-09-09
"35 km N of Aïn Taya, Algeria",3.5,0.0,37.109,3.307,0,0,2006,8,18,22,37,3,"37,3",2006-08-18
"13 km NW of ’Aïn Benian, Algeria",3.7,4.3,36.899,2.834,0,0,2006,8,17,22,36,2,"36,2",2006-08-17
"188 km SSW of Sagres, Portugal",4.4,69.9,35.506,-9.91,0,0,2006,8,10,9,35,-10,"35,-10",2006-08-10
"56 km SSE of Olhão, Portugal",4.0,20.4,36.555,-7.614,0,0,2006,8,5,3,36,-8,"36,-8",2006-08-05
"8 km SSW of Teba, Spain",3.7,10.3,36.912,-4.944,0,0,2006,7,27,12,36,-5,"36,-5",2006-07-27
"7 km ENE of Relizane, Algeria",4.4,10.0,35.753,0.64,0,0,2006,7,23,23,35,0,"35,0",2006-07-23
"11 km NNE of Relizane, Algeria",4.5,22.3,35.833,0.615,0,0,2006,7,23,20,35,0,"35,0",2006-07-23
"9 km SE of Teruel, Spain",3.6,15.0,40.289,-1.018,0,0,2006,7,23,19,40,-2,"40,-2",2006-07-23
"10 km SE of Teruel, Spain",3.6,15.8,40.287,-1.015,0,0,2006,7,23,18,40,-2,"40,-2",2006-07-23
"13 km NNE of El Abadia, Algeria",3.9,16.0,36.385,1.737,0,0,2006,7,23,5,36,1,"36,1",2006-07-23
"2 km SE of Algiers, Algeria",3.7,10.0,36.717,3.11,0,0,2006,7,22,13,36,3,"36,3",2006-07-22
"20 km NE of Arhribs, Algeria",3.7,0.0,36.91,4.487,0,0,2006,7,1,3,36,4,"36,4",2006-07-01
"4 km SSW of Draa Ben Khedda, Algeria",3.5,0.0,36.699,3.945,0,0,2006,6,26,22,36,3,"36,3",2006-06-26
"12 km NNE of Castrillo de Cabrera, Spain",4.8,8.7,42.435,-6.472,0,0,2006,6,10,6,42,-7,"42,-7",2006-06-10
"6 km SE of El Attaf, Algeria",3.7,10.0,36.174,1.714,0,0,2006,6,5,19,36,1,"36,1",2006-06-05
"0 km E of Nay, France",3.5,5.0,43.18,-0.25,0,0,2006,6,2,8,43,-1,"43,-1",2006-06-02
"14 km SE of Torremolinos, Spain",3.6,81.5,36.525,-4.397,0,0,2006,5,22,3,36,-5,"36,-5",2006-05-22
"7 km ENE of Pierrefitte-Nestalas, France",3.7,5.0,42.99,0.01,0,0,2006,5,20,5,42,0,"42,0",2006-05-20
"7 km WSW of Quillan, France",3.6,5.0,42.85,2.09,0,0,2006,5,8,21,42,2,"42,2",2006-05-08
